user_id,trial_id,part,video_path,question,category,gt_answer,frames,frame_560_rating,frame_565_rating,frame_568_rating,frame_570_rating,frame_573_rating,frame_575_rating,frame_580_rating,frame_585_rating,frame_590_rating,frame_594_rating,ratings_list,good_datapoint,comment,reaction_time_ms,timestamp
Kalash,27,1,images/NExTVideo/1000/3380344744.mp4,Is the baby wrapped with a piece of cloth?,Semantic,no,"[460, 465, 468, 470, 474, 478, 482, 485, 490, 495]",10,10,3,4,5,6,10,10,10,10,"[10, 10, 3, 4, 5, 6, 10, 10, 10, 10]",yes,,52033,2026-05-01T04:55:18.370809
Kalash,30,1,images/NExTVideo/1000/3664990087.mp4,Are there exactly two men in the scene?,Geometric,"[yes, yes]","[314, 316, 319, 322, 325, 328, 330, 333, 336, 345]",10,10,10,5,1,3,5,10,10,10,"[10, 10, 10, 5, 1, 3, 5, 10, 10, 10]",yes,,31316,2026-05-01T04:55:52.863467
Kalash,34,1,images/NExTVideo/1000/4227464140.mp4,Is the man looking at the television?,Semantic,yes,"[490, 500, 502, 504, 506, 508, 510, 512, 515, 520]",10,10,10,10,7,10,10,10,10,10,"[10, 10, 10, 10, 7, 10, 10, 10, 10, 10]",no,"Only one frame seems kind of ambiguous, I based on the face direction one can still make out if the person is looking at the TV or not",158851,2026-05-01T04:58:34.937119
Kalash,35,1,images/NExTVideo/1000/4405872555.mp4,Is the child at the left of the woman?,Geometric,yes,"[188, 193, 196, 199, 203, 210, 215, 220, 225, 229]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,"The kid is always on the left side of the woman, even if the woman is moving. If the question were with respect to one frame then maybe it would have been ambiguous",215728,2026-05-01T05:02:13.882306
Kalash,11,1,images/NExTVideo/1009/6416652333.mp4,Is the baby boy skidding towards his back?,Semantic,no,"[30, 60, 80, 95, 120, 185, 195, 200, 210, 225]",10,10,10,7,5,10,10,10,10,10,"[10, 10, 10, 7, 5, 10, 10, 10, 10, 10]",yes,,85981,2026-05-01T05:03:43.096612
Kalash,54,1,images/NExTVideo/1104/4573056419.mp4,Are there exactly 5 people on the stage?,Geometric,[yes yes],"[398, 409, 415, 421, 500, 505, 581, 585, 594, 606]",10,4,4,4,5,5,5,3,1,10,"[10, 4, 4, 4, 5, 5, 5, 3, 1, 10]",yes,,184594,2026-05-01T05:06:50.941139
Kalash,42,1,images/NExTVideo/1101/2574374895.mp4,Is the baby sitting on the sofa?,Semantic,yes,"[100, 120, 144, 170, 200, 237, 240, 250, 271, 300]",10,10,10,10,7,3,3,5,10,10,"[10, 10, 10, 10, 7, 3, 3, 5, 10, 10]",yes,,87441,2026-05-01T05:08:21.568965
Kalash,37,1,images/NExTVideo/1000/4638541063.mp4,Are there exactly two cats in the image?,Geometric,yes,"[0, 10, 15, 20, 25, 30, 35, 40, 41, 42]",10,10,10,6,6,10,10,10,10,10,"[10, 10, 10, 6, 6, 10, 10, 10, 10, 10]",yes,,139700,2026-05-01T05:10:44.496863
Kalash,49,1,images/NExTVideo/1101/4542514917.mp4,Is the man looking at the baby's face?,Semantic,no,"[97, 98, 100, 101, 102, 104, 105, 106, 107, 108]",10,10,7,3,3,10,10,10,10,10,"[10, 10, 7, 3, 3, 10, 10, 10, 10, 10]",yes,,54809,2026-05-01T05:11:42.504333
Kalash,25,1,images/NExTVideo/1000/3298675598.mp4,Is the insect on the palm?,Geometric,yes,"[550, 560, 565, 568, 585, 590, 595, 600, 603, 607]",10,10,10,8,5,3,2,5,7,10,"[10, 10, 10, 8, 5, 3, 2, 5, 7, 10]",yes,,74057,2026-05-01T05:12:59.779343
Kalash,3,1,images/NExTVideo/0090/5329653093.mp4,Are both the dogs standing on the snow?,Semantic,no,"[410, 430, 760, 1245, 1250, 1255, 1260, 1265, 1270, 1280]",10,10,10,10,5,5,10,10,10,10,"[10, 10, 10, 10, 5, 5, 10, 10, 10, 10]",yes,,113508,2026-05-01T05:14:56.521985
Kalash,6,1,images/NExTVideo/1203/3339687949.mp4,Is the baby on the carpet?,Geometric,yes,"[80, 90, 124, 150, 175, 190, 200, 220, 240, 250]",10,10,10,10,6,3,7,10,10,10,"[10, 10, 10, 10, 6, 3, 7, 10, 10, 10]",yes,,48102,2026-05-01T05:15:47.808248
Kalash,10,1,images/NExTVideo/1009/6118838509.mp4,Is the tortoise looking upwards?,Semantic,no,"[80, 120, 140, 170, 180, 190, 200, 210, 220, 230]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,"The frames are answerable for the given question, maybe a change of question could be helpful",93955,2026-05-01T05:17:24.974872
Kalash,24,1,images/NExTVideo/1000/3297776560.mp4,Are there eaxctly three woman in the scene?,Geometric,"[yes, yes]","[840, 843, 846, 850, 852, 855, 857, 860, 862, 864]",10,10,10,10,10,5,3,5,10,10,"[10, 10, 10, 10, 10, 5, 3, 5, 10, 10]",yes,,81712,2026-05-01T05:18:49.900995
Kalash,36,1,images/NExTVideo/1000/4550392934.mp4,Are both the birds standing in water?,Semantic,no,"[1210, 1218, 1234, 1236, 1238, 1240, 1245, 1248, 1250, 1252]",10,10,10,10,1,10,10,10,10,10,"[10, 10, 10, 10, 1, 10, 10, 10, 10, 10]",yes,,90585,2026-05-01T05:20:23.690521
Kalash,29,1,images/NExTVideo/1000/3390247475.mp4,Is the man with brown t-shirt drinking a beer?,Compositional,no,"[549, 552, 555, 558, 560, 562, 565, 570, 580, 590]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,"The frames are good for answering a counting questions like are there 4 people in the frame. But for this question, all frames are answerable",117431,2026-05-01T05:22:24.339366
Kalash,28,1,images/NExTVideo/1000/3388598772.mp4,Is the man kissing the woman?,Semantic,no,"[100, 150, 152, 155, 158, 160, 161, 162, 165, 168]",10,10,6,5,4,10,10,10,10,10,"[10, 10, 6, 5, 4, 10, 10, 10, 10, 10]",yes,,40924,2026-05-01T05:23:08.478031
Kalash,4,1,images/NExTVideo/0090/7001183247.mp4,Is the man with white t-shirt at the right of the man with black t-shirt?,Compositional,yes,"[77, 78, 80, 82, 88, 90, 92, 94, 96, 98]",10,10,3,2,6,8,10,10,10,10,"[10, 10, 3, 2, 6, 8, 10, 10, 10, 10]",yes,,123140,2026-05-01T05:25:14.828253
Kalash,22,1,images/NExTVideo/1000/2623063774.mp4,Is the child looking at the toys he is playing with?,Semantic,yes,"[230, 235, 240, 245, 247, 251, 255, 257, 262, 265]",10,5,10,10,10,10,10,10,10,10,"[10, 5, 10, 10, 10, 10, 10, 10, 10, 10]",no,All the frames are answerable with respect to this question,131245,2026-05-01T05:27:29.266698
Kalash,51,1,images/NExTVideo/1103/2831643292.mp4,Are there exactly 2 men in the scene?,Geometric,yes,"[77, 80, 82, 85, 88, 90, 92, 95, 98, 100]",10,10,3,6,10,10,10,10,10,10,"[10, 10, 3, 6, 10, 10, 10, 10, 10, 10]",yes,,52482,2026-05-01T05:28:24.953287
Kalash,1,1,images/NExTVideo/0089/3066966990.mp4,Is the boy with white t-shirt at the left of the boy with black t-shirt?,Compositional,yes,"[1840, 1845, 1850, 1855, 1860, 1865, 1870, 1875, 1880, 1884]",10,10,10,10,10,6,3,8,10,10,"[10, 10, 10, 10, 10, 6, 3, 8, 10, 10]",yes,,73764,2026-05-01T05:29:41.932519
Kalash,16,1,images/NExTVideo/0101/3404210548.mp4,Is the man sitting on snow?,Semantic,yes,"[260, 265, 270, 275, 280, 285, 288, 290, 294, 298]",10,10,10,5,3,10,10,10,10,10,"[10, 10, 10, 5, 3, 10, 10, 10, 10, 10]",yes,,102474,2026-05-01T05:31:27.613790
Kalash,55,1,images/NExTVideo/1104/4760431362.mp4,Are there 2 dogs on the bed?,Geometric,[yes yes],"[40, 42, 48, 53, 58, 59, 66, 73, 78, 87]",10,10,10,10,4,5,10,10,10,10,"[10, 10, 10, 10, 4, 5, 10, 10, 10, 10]",yes,,72238,2026-05-01T05:32:43.119015
Kalash,48,1,images/NExTVideo/1101/3812429626.mp4,Is there a black shirt man ahead of the orange shirt man?,Compositional,no,"[459, 460, 463, 464, 473, 474, 480, 484, 486, 489]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,"Frames are good, just the questions needs to be changed to something else like are there 3 people in the frame. The current question is always answerable",124850,2026-05-01T05:34:51.233849
Kalash,2,1,images/NExTVideo/0089/6868234420.mp4,Is the girl standing on the chair?,Semantic,no,"[1320, 1325, 1330, 1335, 1345, 1350, 1355, 1360, 1365, 1370]",10,10,7,2,4,10,10,10,10,10,"[10, 10, 7, 2, 4, 10, 10, 10, 10, 10]",yes,,80835,2026-05-01T05:36:15.290033
Kalash,14,1,images/NExTVideo/1009/8612900766.mp4,Are there exactly two men in the scene?,Geometric,yes,"[370, 390, 400, 410, 460, 480, 600, 610, 615, 620]",10,10,10,10,6,6,10,10,10,10,"[10, 10, 10, 10, 6, 6, 10, 10, 10, 10]",yes,,65688,2026-05-01T05:37:24.173859
Kalash,40,1,images/NExTVideo/1001/3249160519.mp4,Are the two babies in the scene sitting beside each other?,Semantic,no,"[430, 450, 460, 475, 480, 485, 488, 490, 496, 500]",10,10,10,7,6,6,8,10,10,10,"[10, 10, 10, 7, 6, 6, 8, 10, 10, 10]",yes,,128446,2026-05-01T05:39:35.829506
Kalash,9,1,images/NExTVideo/1009/5996570774.mp4,Is the child at the right of the woman?,Geometric,yes,"[10, 15, 18, 23, 28, 40, 45, 50, 55, 60]",10,10,10,10,5,5,10,10,10,10,"[10, 10, 10, 10, 5, 5, 10, 10, 10, 10]",yes,,34489,2026-05-01T05:40:13.513481
Kalash,31,1,images/NExTVideo/1000/3669067230.mp4,Are there exactly two red plastic cups in the scene?,Compositional,no,"[255, 263, 264, 265, 268, 271, 275, 278, 282, 335]",10,10,3,6,10,10,10,10,10,10,"[10, 10, 3, 6, 10, 10, 10, 10, 10, 10]",yes,,52277,2026-05-01T05:41:08.990570
Kalash,50,1,images/NExTVideo/1103/2510696559.mp4,Is the cyclist jumping off the stairs?,Semantic,yes,"[1000, 1024, 1067, 1172, 1186, 1206, 1210, 1215, 1220, 1225]",10,10,4,7,2,10,10,10,10,10,"[10, 10, 4, 7, 2, 10, 10, 10, 10, 10]",yes,,79364,2026-05-01T05:42:31.585151
Kalash,26,1,images/NExTVideo/1000/3322267252.mp4,Is the man with yellow pullover at the left of the man with red pullover?,Compositional,no,"[1337, 1340, 1345, 1350, 1355, 1360, 1420, 1427, 1430, 1435]",10,10,10,10,10,6,4,10,10,10,"[10, 10, 10, 10, 10, 6, 4, 10, 10, 10]",yes,,43815,2026-05-01T05:43:18.636303
Kalash,39,1,images/NExTVideo/1001/3098102850.mp4,Are there exactly two cats in the scene?,Geometric,yes,"[435, 445, 455, 465, 470, 475, 480, 500, 505, 525]",10,10,10,10,4,4,5,10,10,10,"[10, 10, 10, 10, 4, 4, 5, 10, 10, 10]",yes,,98307,2026-05-01T05:45:00.186890
Kalash,5,1,images/NExTVideo/1009/4738042036.mp4,Is the child standing on his legs?,Semantic,no,"[15, 25, 35, 50, 70, 80, 90, 92, 104, 114]",10,10,10,10,7,10,10,10,10,10,"[10, 10, 10, 10, 7, 10, 10, 10, 10, 10]",no,"A better question could have been: ""Is the kid holding the chair ?"" In that case we would have 2 uncertain frames with scores below 5",153369,2026-05-01T05:47:36.775824
Kalash,46,1,images/NExTVideo/1101/3676488640.mp4,Are there red and orange container behind the baby?,Compositional,yes,"[896, 900, 905, 909, 925, 926, 930, 935, 940, 947]",10,10,10,10,3,7,10,10,10,10,"[10, 10, 10, 10, 3, 7, 10, 10, 10, 10]",yes,,51912,2026-05-01T05:48:31.907185
Kalash,53,1,images/NExTVideo/1103/3650010049.mp4,Are there exactly 2 women on the boat?,Geometric,yes,"[50, 65, 80, 90, 107, 114, 135, 140, 160, 200]",10,10,10,7,6,7,10,10,10,10,"[10, 10, 10, 7, 6, 7, 10, 10, 10, 10]",yes,,41551,2026-05-01T05:49:16.668627
Kalash,7,1,images/NExTVideo/1203/3798468368.mp4,Is the child standing on the chair?,Semantic,no,"[0, 60, 110, 160, 226, 300, 320, 350, 400, 440]",10,10,7,3,10,10,10,10,10,10,"[10, 10, 7, 3, 10, 10, 10, 10, 10, 10]",yes,,103104,2026-05-01T05:51:02.975354
Kalash,19,1,images/NExTVideo/0101/4846820256.mp4,Is the boy at the left of the man?,Geometric,yes,"[120, 122, 124, 126, 134, 155, 157, 158, 159, 160]",10,10,10,10,5,7,10,10,10,10,"[10, 10, 10, 10, 5, 7, 10, 10, 10, 10]",yes,,79566,2026-05-01T05:52:25.794086
Kalash,8,1,images/NExTVideo/1203/4039610385.mp4,Is the black shirt woman at the right of the red shirt man?,Compositional,yes,"[200, 210, 220, 230, 240, 260, 270, 300, 310, 320]",10,10,10,10,10,3,3,10,10,10,"[10, 10, 10, 10, 10, 3, 3, 10, 10, 10]",yes,,32877,2026-05-01T05:53:01.923560
Kalash,15,1,images/NExTVideo/0101/3122394310.mp4,Is the man at the left of the woman?,Geometric,yes,"[600, 610, 615, 620, 630, 635, 645, 675, 680, 685]",10,10,10,10,3,3,1,3,8,10,"[10, 10, 10, 10, 3, 3, 1, 3, 8, 10]",yes,,71089,2026-05-01T05:54:16.248575
Kalash,47,1,images/NExTVideo/1101/3753830144.mp4,Are there yellow and pink chalks at the bottom of the board?,Compositional,yes,"[164, 165, 166, 169, 177, 180, 185, 190, 195, 200]",10,10,10,10,7,10,10,10,10,10,"[10, 10, 10, 10, 7, 10, 10, 10, 10, 10]",no,Not uncertain,79847,2026-05-01T05:55:39.305857
Kalash,13,1,images/NExTVideo/1009/6663748603.mp4,Is the man looking at the book in his hand?,Semantic,no,"[50, 55, 60, 64, 65, 66, 70, 75, 78, 80]",10,10,10,10,5,4,8,10,10,10,"[10, 10, 10, 10, 5, 4, 8, 10, 10, 10]",yes,,35885,2026-05-01T05:56:18.411027
Kalash,23,1,images/NExTVideo/1000/3273928480.mp4,Is the dog at the left of the woman?,Geometric,yes,"[300, 303, 306, 308, 310, 315, 318, 328, 332, 335]",10,10,10,10,7,4,5,10,10,10,"[10, 10, 10, 10, 7, 4, 5, 10, 10, 10]",yes,,53314,2026-05-01T05:57:14.926031
Kalash,52,1,images/NExTVideo/1103/3441428429.mp4,Is the female dancer on the left side of the male dancer?,Compositional,no,"[474, 480, 484, 499, 504, 509, 514, 519, 523, 527]",10,10,10,2,2,4,7,8,10,10,"[10, 10, 10, 2, 2, 4, 7, 8, 10, 10]",yes,,50949,2026-05-01T05:58:09.085265
Kalash,17,1,images/NExTVideo/0101/4316096248.mp4,Is the bride feeding cake to the groom?,Semantic,no,"[1550, 1570, 1600, 1660, 1670, 1680, 1685, 1690, 1695, 1770]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,All frames are answerable for the given question,114818,2026-05-01T06:00:07.096214
Kalash,94,2,images/NExTVideo/0005/3250020598.mp4,Is the baby laying on the floor?,Semantic,yes,"[661, 643, 632, 512, 497, 479, 457, 448, 423, 2]",10,5,5,10,10,5,10,10,10,10,"[10, 5, 5, 10, 10, 5, 10, 10, 10, 10]",yes,,44459,2026-05-02T18:03:05.140872
