user_id,trial_id,part,video_path,question,category,gt_answer,frames,frame_5_rating,frame_6_rating,frame_7_rating,frame_8_rating,frame_9_rating,frame_17_rating,frame_22_rating,frame_23_rating,frame_24_rating,frame_25_rating,ratings_list,good_datapoint,comment,reaction_time_ms,timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,13,1,video_frames_kalash_new_filtered/video_108.mp4,Is the ball closer to the salt shaker than the steel container?,,no,"[148, 149, 155, 162, 163, 165, 166, 167, 168, 169]",10,10,10,10,10,4,4,9,10,10,"[10, 10, 10, 10, 10, 4, 4, 9, 10, 10]",yes,,71434,2026-05-11T10:27:06.736449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,29,1,video_frames_kalash_new_filtered/video_836.mp4,Is the glass on the book?,,no,"[59, 62, 68, 70, 76, 96, 100, 104, 106, 107]",10,10,10,10,8,10,10,10,10,10,"[10, 10, 10, 10, 8, 10, 10, 10, 10, 10]",yes,,92092,2026-05-11T10:28:42.053815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,45,1,video_frames_kalash_new_filtered/123.webm,Is the brush being held by the person?,,no,"[6, 7, 8, 11, 18, 19, 20, 21, 22, 23]",8,6,2,2,7,7,9,10,10,10,"[8, 6, 2, 2, 7, 7, 9, 10, 10, 10]",yes,,69734,2026-05-11T10:29:55.003249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,37,1,video_frames_kalash_new_filtered/45.webm,Is the entire wooden block touching the wire?,,yes,"[0, 1, 2, 3, 7, 13, 14, 15, 16, 17]",1,1,1,1,8,8,10,10,10,10,"[1, 1, 1, 1, 8, 8, 10, 10, 10, 10]",yes,,46383,2026-05-11T10:30:44.568697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,22,1,video_frames_kalash_new_filtered/video_258.mp4,Is there a knife and spoon on the blue sofa?,,"[yes, yes]","[4, 6, 11, 13, 18, 177, 179, 182, 184, 186]",1,1,1,1,1,1,1,1,1,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",no,Difficult to identify if there is a sofa and if it is blue.,135512,2026-05-11T10:33:03.281160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,7,1,video_frames_kalash_new_filtered/video_68.mp4,Is there an adapter beneath the paper cup?,,no,"[76, 78, 82, 83, 85, 88, 109, 110, 111, 113]",1,1,2,2,7,3,7,7,7,1,"[1, 1, 2, 2, 7, 3, 7, 7, 7, 1]",no,"In the 6th image, it is not clear under which of the cup.",221851,2026-05-11T10:36:48.365725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,26,1,video_frames_kalash_new_filtered/video_363.mp4,Is the Iron placed on the blue shirt?,,"[no, no]","[296, 298, 300, 313, 362, 559, 561, 565, 570, 574]",4,4,4,4,7,6,6,7,9,10,"[4, 4, 4, 4, 7, 6, 6, 7, 9, 10]",yes,,347028,2026-05-11T10:42:38.594823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,2,1,video_frames_kalash_new_filtered/video_30.mp4,Is the pen closer to the green book than the jar?,,yes,"[394, 398, 412, 455, 465, 467, 469, 470, 474, 481]",10,10,10,10,6,2,1,1,8,10,"[10, 10, 10, 10, 6, 2, 1, 1, 8, 10]",yes,,135926,2026-05-11T10:44:57.710670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,40,1,video_frames_kalash_new_filtered/58.webm,Is the white object (on top of the grey cylindrical object) closer to the right eye than the left eye?,,no,"[17, 18, 19, 20, 23, 26, 28, 30, 32, 34]",8,8,8,7,2,9,9,9,9,10,"[8, 8, 8, 7, 2, 9, 9, 9, 9, 10]",no,"The question is not specific if it is the right eye of the person, or if it the eye on the right side of the image.",243454,2026-05-11T10:49:04.367462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,18,1,video_frames_kalash_new_filtered/video_187.mp4,Is the fruit placed on top of the white cup?,,no,"[557, 559, 560, 564, 569, 573, 574, 577, 580, 583]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",yes,,108431,2026-05-11T10:50:55.990566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,14,1,video_frames_kalash_new_filtered/video_123.mp4,Is the red cap attached to the popcorn container?,,yes,"[61, 62, 74, 75, 88, 90, 91, 94, 96, 97]",10,10,10,10,10,10,10,10,10,8,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 8]",yes,,64443,2026-05-11T10:52:03.635272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,24,1,video_frames_kalash_new_filtered/video_316.mp4,Is there an oil bottle on the table?,,"[yes, yes]","[430, 432, 434, 435, 437, 508, 550, 553, 558, 560]",10,10,10,10,10,5,10,10,10,10,"[10, 10, 10, 10, 10, 5, 10, 10, 10, 10]",yes,,53217,2026-05-11T10:53:00.053173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,16,1,video_frames_kalash_new_filtered/video_134.mp4,Is there a white chess piece in the hands of the person?,,"[yes, yes]","[152, 156, 160, 162, 168, 696, 698, 700, 704, 706]",10,10,10,10,1,8,10,10,10,10,"[10, 10, 10, 10, 1, 8, 10, 10, 10, 10]",yes,,84327,2026-05-11T10:54:27.571495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,43,1,video_frames_kalash_new_filtered/102.webm,Is the person touching the rubiks cube?,,"[no, no]","[10, 11, 12, 13, 14, 16, 43, 44, 45, 46]",5,5,5,5,7,10,5,10,10,10,"[5, 5, 5, 5, 7, 10, 5, 10, 10, 10]",yes,,101808,2026-05-11T10:56:12.592843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,38,1,video_frames_kalash_new_filtered/46.webm,Is the tape recorder in contact with the magazine?,,yes,"[29, 30, 31, 32, 33, 37, 38, 39, 40, 41]",10,10,10,10,10,7,10,10,10,10,"[10, 10, 10, 10, 10, 7, 10, 10, 10, 10]",yes,,66856,2026-05-11T10:57:22.633304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,26,1,video_frames_kalash_new_filtered/video_363.mp4,Is the Iron placed on the blue shirt?,,"[no, no]","[296, 298, 300, 313, 362, 559, 561, 565, 570, 574]",5,5,5,5,8,7,7,8,9,9,"[5, 5, 5, 5, 8, 7, 7, 8, 9, 9]",yes,,116109,2026-05-11T11:00:30.588737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,34,1,video_frames_kalash_new_filtered/25.webm,Is the finger touching the white container?,,"[no, no]","[5, 6, 7, 8, 9, 17, 22, 23, 24, 25]",10,10,10,10,10,9,10,10,10,10,"[10, 10, 10, 10, 10, 9, 10, 10, 10, 10]",yes,,47217,2026-05-11T11:01:21.029779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,45,1,video_frames_kalash_new_filtered/123.webm,Is the brush being held by the person?,,no,"[6, 7, 8, 11, 18, 19, 20, 21, 22, 23]",6,2,2,3,7,7,8,10,10,10,"[6, 2, 2, 3, 7, 7, 8, 10, 10, 10]",yes,,77145,2026-05-11T11:02:41.365787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,19,1,video_frames_kalash_new_filtered/video_191.mp4,Is the door closed?,,no,"[103, 106, 107, 111, 114, 132, 141, 145, 147, 151]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",yes,,32210,2026-05-11T11:03:16.791882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,18,1,video_frames_kalash_new_filtered/video_187.mp4,Is the fruit placed on top of the white cup?,,no,"[557, 559, 560, 564, 569, 573, 574, 577, 580, 583]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",yes,,27711,2026-05-11T11:03:47.718773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,5,1,video_frames_kalash_new_filtered/video_61.mp4,Are there exactly 3 cups?,,yes,"[158, 162, 165, 169, 171, 178, 183, 186, 189, 190]",10,10,9,7,6,5,10,10,10,10,"[10, 10, 9, 7, 6, 5, 10, 10, 10, 10]",yes,,74339,2026-05-11T11:05:05.248298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,36,1,video_frames_kalash_new_filtered/42.webm,Is there a coin in the image?,,yes,"[0, 1, 2, 3, 4, 26, 45, 46, 47, 49]",9,9,9,9,9,8,8,9,9,9,"[9, 9, 9, 9, 9, 8, 8, 9, 9, 9]",yes,,57257,2026-05-11T11:06:05.702747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,25,1,video_frames_kalash_new_filtered/video_338.mp4,Are there 2 purses hanging on the black chair?,,"[yes, yes]","[108, 110, 113, 115, 129, 154, 156, 158, 159, 161]",10,10,10,10,2,7,7,7,7,7,"[10, 10, 10, 10, 2, 7, 7, 7, 7, 7]",yes,,66447,2026-05-11T11:07:15.352301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,23,1,video_frames_kalash_new_filtered/video_305.mp4,Is there a pair of scissors on the desk?,,"[yes, yes]","[138, 139, 140, 142, 143, 207, 215, 218, 220, 224]",10,10,10,10,10,9,10,10,10,10,"[10, 10, 10, 10, 10, 9, 10, 10, 10, 10]",yes,,51150,2026-05-11T11:08:09.725014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,35,1,video_frames_kalash_new_filtered/39.webm,Is the person holding the bottle?,,no,"[29, 30, 31, 33, 36, 41, 42, 43, 44, 45]",10,10,10,9,8,10,10,10,10,10,"[10, 10, 10, 9, 8, 10, 10, 10, 10, 10]",yes,,53866,2026-05-11T11:09:06.780723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,16,1,video_frames_kalash_new_filtered/video_134.mp4,Is there a white chess piece in the hands of the person?,,"[yes, yes]","[152, 156, 160, 162, 168, 696, 698, 700, 704, 706]",10,10,10,10,1,8,10,10,10,10,"[10, 10, 10, 10, 1, 8, 10, 10, 10, 10]",yes,,44552,2026-05-11T11:09:54.551676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra,13,1,video_frames_kalash_new_filtered/video_108.mp4,Is the ball closer to the salt shaker than the steel container?,,no,"[148, 149, 155, 162, 163, 165, 166, 167, 168, 169]",10,10,10,10,10,8,1,3,9,10,"[10, 10, 10, 10, 10, 8, 1, 3, 9, 10]",yes,,64777,2026-05-11T11:11:02.516225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
