user_id,trial_id,part,video_path,question,category,gt_answer,frames,frame_0_rating,frame_60_rating,frame_110_rating,frame_160_rating,frame_226_rating,frame_300_rating,frame_320_rating,frame_350_rating,frame_400_rating,frame_440_rating,ratings_list,good_datapoint,comment,reaction_time_ms,timestamp,,,
Saksham Maitri,50,1,images/NExTVideo/1103/2510696559.mp4,Is the cyclist jumping off the stairs?,Semantic,yes,"[1000, 1024, 1067, 1172, 1186, 1206, 1210, 1215, 1220, 1225]",7,10,10,10,10,6,7,9,9,9,"[7, 10, 10, 10, 10, 6, 7, 9, 9, 9]",yes,,141302,2026-05-01T05:07:21.416774,,,
Saksham Maitri,21,1,images/NExTVideo/1000/2594144360.mp4,Is the dog in front of the baby?,Geometric,yes,"[348, 355, 388, 395, 410, 415, 418, 419, 420, 421]",10,10,9,8,10,10,10,10,10,10,"[10, 10, 9, 8, 10, 10, 10, 10, 10, 10]",yes,,48571,2026-05-01T05:08:13.191386,,,
Saksham Maitri,20,1,images/NExTVideo/1000/2594144360.mp4,Is the baby sitting on the floor?,Semantic,no,"[140, 143, 145, 147, 150, 151, 152, 153, 154, 155]",5,5,5,5,8,9,10,10,10,10,"[5, 5, 5, 5, 8, 9, 10, 10, 10, 10]",yes,,39545,2026-05-01T05:08:55.946365,,,
Saksham Maitri,9,1,images/NExTVideo/1009/5996570774.mp4,Is the child at the right of the woman?,Geometric,yes,"[10, 15, 18, 23, 28, 40, 45, 50, 55, 60]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,"I suppose we are talking wrt the cameraman, adding this to question will be helpful",86731,2026-05-01T05:10:25.869325,,,
Saksham Maitri,36,1,images/NExTVideo/1000/4550392934.mp4,Are both the birds standing in water?,Semantic,no,"[1210, 1218, 1234, 1236, 1238, 1240, 1245, 1248, 1250, 1252]",10,10,8,8,5,10,10,10,10,10,"[10, 10, 8, 8, 5, 10, 10, 10, 10, 10]",yes,,70242,2026-05-01T05:11:39.333059,,,
Saksham Maitri,6,1,images/NExTVideo/1203/3339687949.mp4,Is the baby on the carpet?,Geometric,yes,"[80, 90, 124, 150, 175, 190, 200, 220, 240, 250]",10,10,10,10,6,6,8,10,10,10,"[10, 10, 10, 10, 6, 6, 8, 10, 10, 10]",yes,,46818,2026-05-01T05:12:29.456976,,,
Saksham Maitri,2,1,images/NExTVideo/0089/6868234420.mp4,Is the girl standing on the chair?,Semantic,no,"[1320, 1325, 1330, 1335, 1345, 1350, 1355, 1360, 1365, 1370]",10,10,10,6,7,8,8,10,10,10,"[10, 10, 10, 6, 7, 8, 8, 10, 10, 10]",yes,,52135,2026-05-01T05:13:24.816180,,,
Saksham Maitri,55,1,images/NExTVideo/1104/4760431362.mp4,Are there 2 dogs on the bed?,Geometric,[yes yes],"[40, 42, 48, 53, 58, 59, 66, 73, 78, 87]",10,10,10,10,5,5,7,8,10,10,"[10, 10, 10, 10, 5, 5, 7, 8, 10, 10]",yes,,120722,2026-05-01T05:15:28.791848,,,
Saksham Maitri,42,1,images/NExTVideo/1101/2574374895.mp4,Is the baby sitting on the sofa?,Semantic,yes,"[100, 120, 144, 170, 200, 237, 240, 250, 271, 300]",10,10,10,10,10,5,5,5,10,10,"[10, 10, 10, 10, 10, 5, 5, 5, 10, 10]",yes,,65927,2026-05-01T05:16:37.918880,,,
Saksham Maitri,43,1,images/NExTVideo/1101/3397265196.mp4,Are there 4 men on the stage?,Geometric,yes,"[79, 89, 100, 104, 123, 132, 136, 140, 144, 148]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,The back person is sort of visible in all the images so you can remove him for the first 1-3 images,97474,2026-05-01T05:18:18.639961,,,
Saksham Maitri,5,1,images/NExTVideo/1009/4738042036.mp4,Is the child standing on his legs?,Semantic,no,"[15, 25, 35, 50, 70, 80, 90, 92, 104, 114]",10,10,10,9,7,7,10,10,10,10,"[10, 10, 10, 9, 7, 7, 10, 10, 10, 10]",yes,,53964,2026-05-01T05:19:15.813249,,,
Saksham Maitri,35,1,images/NExTVideo/1000/4405872555.mp4,Is the child at the left of the woman?,Geometric,yes,"[188, 193, 196, 199, 203, 210, 215, 220, 225, 229]",10,10,10,10,9,10,10,5,10,10,"[10, 10, 10, 10, 9, 10, 10, 5, 10, 10]",yes,,91646,2026-05-01T05:20:50.683002,,,
Saksham Maitri,28,1,images/NExTVideo/1000/3388598772.mp4,Is the man kissing the woman?,Semantic,no,"[100, 150, 152, 155, 158, 160, 161, 162, 165, 168]",10,8,7,10,6,10,10,10,10,10,"[10, 8, 7, 10, 6, 10, 10, 10, 10, 10]",yes,,74497,2026-05-01T05:22:08.386843,,,
Saksham Maitri,18,1,images/NExTVideo/0101/4740074365.mp4,Is the bride at the left of the groom?,Geometric,yes,"[80, 100, 125, 140, 150, 250, 260, 270, 300, 330]",10,10,10,10,9,10,10,10,10,10,"[10, 10, 10, 10, 9, 10, 10, 10, 10, 10]",yes,,69413,2026-05-01T05:23:21.006864,,,
Saksham Maitri,16,1,images/NExTVideo/0101/3404210548.mp4,Is the man sitting on snow?,Semantic,yes,"[260, 265, 270, 275, 280, 285, 288, 290, 294, 298]",5,5,5,5,5,10,10,10,10,10,"[5, 5, 5, 5, 5, 10, 10, 10, 10, 10]",yes,,109150,2026-05-01T05:25:13.394131,,,
Saksham Maitri,24,1,images/NExTVideo/1000/3297776560.mp4,Are there eaxctly three woman in the scene?,Geometric,"[yes, yes]","[840, 843, 846, 850, 852, 855, 857, 860, 862, 864]",10,10,10,10,10,10,6,10,10,10,"[10, 10, 10, 10, 10, 10, 6, 10, 10, 10]",yes,,57879,2026-05-01T05:26:14.497884,,,
Saksham Maitri,13,1,images/NExTVideo/1009/6663748603.mp4,Is the man looking at the book in his hand?,Semantic,no,"[50, 55, 60, 64, 65, 66, 70, 75, 78, 80]",10,10,10,1,3,5,9,10,10,10,"[10, 10, 10, 1, 3, 5, 9, 10, 10, 10]",yes,,86445,2026-05-01T05:27:44.183643,,,
Saksham Maitri,37,1,images/NExTVideo/1000/4638541063.mp4,Are there exactly two cats in the image?,Geometric,yes,"[0, 10, 15, 20, 25, 30, 35, 40, 41, 42]",10,10,10,10,10,10,5,10,10,10,"[10, 10, 10, 10, 10, 10, 5, 10, 10, 10]",yes,,46769,2026-05-01T05:28:34.156380,,,
Saksham Maitri,38,1,images/NExTVideo/1001/2667165452.mp4,Is the woman looking towards her left?,Semantic,yes,"[0, 28, 35, 36, 37, 38, 39, 40, 41, 45]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,pretty deterministic,35698,2026-05-01T05:29:13.057669,,,
Saksham Maitri,31,1,images/NExTVideo/1000/3669067230.mp4,Are there exactly two red plastic cups in the scene?,Compositional,no,"[255, 263, 264, 265, 268, 271, 275, 278, 282, 335]",10,10,10,8,10,10,10,10,10,10,"[10, 10, 10, 8, 10, 10, 10, 10, 10, 10]",yes,,40789,2026-05-01T05:29:57.098805,,,
Saksham Maitri,27,1,images/NExTVideo/1000/3380344744.mp4,Is the baby wrapped with a piece of cloth?,Semantic,no,"[460, 465, 468, 470, 474, 478, 482, 485, 490, 495]",10,10,10,10,5,7,7,10,10,10,"[10, 10, 10, 10, 5, 7, 7, 10, 10, 10]",yes,,102946,2026-05-01T05:31:43.249854,,,
Saksham Maitri,46,1,images/NExTVideo/1101/3676488640.mp4,Are there red and orange container behind the baby?,Compositional,yes,"[896, 900, 905, 909, 925, 926, 930, 935, 940, 947]",10,10,10,5,2,10,10,10,10,10,"[10, 10, 10, 5, 2, 10, 10, 10, 10, 10]",yes,,69640,2026-05-01T05:32:56.091025,,,
Saksham Maitri,39,1,images/NExTVideo/1001/3098102850.mp4,Are there exactly two cats in the scene?,Geometric,yes,"[435, 445, 455, 465, 470, 475, 480, 500, 505, 525]",10,10,10,10,10,10,10,8,10,10,"[10, 10, 10, 10, 10, 10, 10, 8, 10, 10]",yes,,30770,2026-05-01T05:33:30.068292,,,
Saksham Maitri,40,1,images/NExTVideo/1001/3249160519.mp4,Are the two babies in the scene sitting beside each other?,Semantic,no,"[430, 450, 460, 475, 480, 485, 488, 490, 496, 500]",10,10,10,10,10,10,8,8,10,10,"[10, 10, 10, 10, 10, 10, 8, 8, 10, 10]",yes,,100592,2026-05-01T05:35:13.888075,,,
Saksham Maitri,52,1,images/NExTVideo/1103/3441428429.mp4,Is the female dancer on the left side of the male dancer?,Compositional,no,"[474, 480, 484, 499, 504, 509, 514, 519, 523, 527]",10,10,10,7,7,10,10,10,10,10,"[10, 10, 10, 7, 7, 10, 10, 10, 10, 10]",yes,,91596,2026-05-01T05:36:48.705168,,,
Saksham Maitri,32,1,images/NExTVideo/1000/3824469712.mp4,Is the boy on the vehicle?,Geometric,no,"[380, 387, 393, 395, 398, 408, 412, 415, 417, 419]",10,10,10,5,5,5,8,10,10,10,"[10, 10, 10, 5, 5, 5, 8, 10, 10, 10]",yes,,44983,2026-05-01T05:37:36.911554,,,
Saksham Maitri,49,1,images/NExTVideo/1101/4542514917.mp4,Is the man looking at the baby's face?,Semantic,no,"[97, 98, 100, 101, 102, 104, 105, 106, 107, 108]",10,10,10,3,8,10,10,10,10,10,"[10, 10, 10, 3, 8, 10, 10, 10, 10, 10]",yes,,44023,2026-05-01T05:38:24.134202,,,
Saksham Maitri,54,1,images/NExTVideo/1104/4573056419.mp4,Are there exactly 5 people on the stage?,Geometric,[yes yes],"[398, 409, 415, 421, 500, 505, 581, 585, 594, 606]",5,5,5,5,5,8,5,8,5,5,"[5, 5, 5, 5, 5, 8, 5, 8, 5, 5]",yes,,241380,2026-05-01T05:42:28.727481,,,
Saksham Maitri,29,1,images/NExTVideo/1000/3390247475.mp4,Is the man with brown t-shirt drinking a beer?,Compositional,no,"[549, 552, 555, 558, 560, 562, 565, 570, 580, 590]",8,8,8,10,10,10,10,10,10,10,"[8, 8, 8, 10, 10, 10, 10, 10, 10, 10]",yes,,74849,2026-05-01T05:43:46.806195,,,
Saksham Maitri,11,1,images/NExTVideo/1009/6416652333.mp4,Is the baby boy skidding towards his back?,Semantic,no,"[30, 60, 80, 95, 120, 185, 195, 200, 210, 225]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,Skidding is not a good criteria to infer from a frame,82958,2026-05-01T05:45:13.000034,,,
Saksham Maitri,1,1,images/NExTVideo/0089/3066966990.mp4,Is the boy with white t-shirt at the left of the boy with black t-shirt?,Compositional,yes,"[1840, 1845, 1850, 1855, 1860, 1865, 1870, 1875, 1880, 1884]",10,10,10,10,10,8,5,10,10,10,"[10, 10, 10, 10, 10, 8, 5, 10, 10, 10]",yes,,61823,2026-05-01T05:46:18.139885,,,
Saksham Maitri,23,1,images/NExTVideo/1000/3273928480.mp4,Is the dog at the left of the woman?,Geometric,yes,"[300, 303, 306, 308, 310, 315, 318, 328, 332, 335]",10,10,10,10,6,9,10,10,10,10,"[10, 10, 10, 10, 6, 9, 10, 10, 10, 10]",yes,,79415,2026-05-01T05:47:40.758468,,,
Saksham Maitri,3,1,images/NExTVideo/0090/5329653093.mp4,Are both the dogs standing on the snow?,Semantic,no,"[410, 430, 760, 1245, 1250, 1255, 1260, 1265, 1270, 1280]",10,10,10,10,10,7,10,10,10,10,"[10, 10, 10, 10, 10, 7, 10, 10, 10, 10]",yes,,99027,2026-05-01T05:49:23.002865,,,
Saksham Maitri,41,1,images/NExTVideo/1101/2558039818.mp4,Is the baby on the right side of the man?,Geometric,no,"[582, 615, 623, 635, 644, 650, 666, 689, 700, 724]",10,10,10,2,2,9,9,9,9,4,"[10, 10, 10, 2, 2, 9, 9, 9, 9, 4]",no,The man is not visible in few images.,156956,2026-05-01T05:52:03.192665,,,
Saksham Maitri,7,1,images/NExTVideo/1203/3798468368.mp4,Is the child standing on the chair?,Semantic,no,"[0, 60, 110, 160, 226, 300, 320, 350, 400, 440]",5,3,3,7,10,10,10,10,10,10,"[5, 3, 3, 7, 10, 10, 10, 10, 10, 10]",yes,,72331,2026-05-01T05:53:18.743956,,,
Saksham Maitri,8,1,images/NExTVideo/1203/4039610385.mp4,Is the black shirt woman at the right of the red shirt man?,Compositional,yes,"[200, 210, 220, 230, 240, 260, 270, 300, 310, 320]",10,10,10,9,9,10,10,10,10,10,"[10, 10, 10, 9, 9, 10, 10, 10, 10, 10]",yes,,132165,2026-05-01T05:55:34.116122,,,
Saksham Maitri,17,1,images/NExTVideo/0101/4316096248.mp4,Is the bride feeding cake to the groom?,Semantic,no,"[1550, 1570, 1600, 1660, 1670, 1680, 1685, 1690, 1695, 1770]",7,7,8,7,9,10,10,10,10,10,"[7, 7, 8, 7, 9, 10, 10, 10, 10, 10]",yes,,106242,2026-05-01T05:57:23.566427,,,
Saksham Maitri,25,1,images/NExTVideo/1000/3298675598.mp4,Is the insect on the palm?,Geometric,yes,"[550, 560, 565, 568, 585, 590, 595, 600, 603, 607]",10,10,10,5,2,2,10,10,10,10,"[10, 10, 10, 5, 2, 2, 10, 10, 10, 10]",yes,,120223,2026-05-01T05:59:27.002911,,,
Saksham Maitri,26,1,images/NExTVideo/1000/3322267252.mp4,Is the man with yellow pullover at the left of the man with red pullover?,Compositional,no,"[1337, 1340, 1345, 1350, 1355, 1360, 1420, 1427, 1430, 1435]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,Deterministic responses,42644,2026-05-01T06:00:12.929887,,,
Saksham Maitri,19,1,images/NExTVideo/0101/4846820256.mp4,Is the boy at the left of the man?,Geometric,yes,"[120, 122, 124, 126, 134, 155, 157, 158, 159, 160]",10,10,10,6,3,10,10,10,10,10,"[10, 10, 10, 6, 3, 10, 10, 10, 10, 10]",yes,,38104,2026-05-01T06:00:54.279566,,,
Saksham Maitri,4,1,images/NExTVideo/0090/7001183247.mp4,Is the man with white t-shirt at the right of the man with black t-shirt?,Compositional,yes,"[77, 78, 80, 82, 88, 90, 92, 94, 96, 98]",10,10,10,3,6,10,10,10,10,10,"[10, 10, 10, 3, 6, 10, 10, 10, 10, 10]",yes,,101326,2026-05-01T06:02:38.818610,,,
Saksham Maitri,44,1,images/NExTVideo/1101/3321261856.mp4,Is th toddle lifting her right leg?,Semantic,yes,"[560, 565, 568, 570, 573, 575, 580, 585, 590, 594]",10,10,10,10,7,5,10,10,10,10,"[10, 10, 10, 10, 7, 5, 10, 10, 10, 10]",yes,,43782,2026-05-01T06:03:25.828986,,,
Saksham Maitri,53,1,images/NExTVideo/1103/3650010049.mp4,Are there exactly 2 women on the boat?,Geometric,yes,"[50, 65, 80, 90, 107, 114, 135, 140, 160, 200]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",no,"Seems deterministic , in none of the frames the yellow one is behind the blue one and i checked all the frames but there is no other person apart from these two on the boat",121686,2026-05-01T06:05:30.730499,,,
Saksham Maitri,47,1,images/NExTVideo/1101/3753830144.mp4,Are there yellow and pink chalks at the bottom of the board?,Compositional,yes,"[164, 165, 166, 169, 177, 180, 185, 190, 195, 200]",10,10,10,10,10,10,10,10,10,10,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",yes,,75770,2026-05-01T06:06:49.708939,,,
Saksham Maitri,22,1,images/NExTVideo/1000/2623063774.mp4,Is the child looking at the toys he is playing with?,Semantic,yes,"[230, 235, 240, 245, 247, 251, 255, 257, 262, 265]",10,10,10,5,5,10,10,10,10,10,"[10, 10, 10, 5, 5, 10, 10, 10, 10, 10]",yes,,71945,2026-05-01T06:08:04.868372,,,
Saksham Maitri,48,1,images/NExTVideo/1101/3812429626.mp4,Is there a black shirt man ahead of the orange shirt man?,Compositional,no,"[459, 460, 463, 464, 473, 474, 480, 484, 486, 489]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,Question should be is there a black shirt man behind the orange shirt man,71133,2026-05-01T06:09:19.263538,,,
Saksham Maitri,10,1,images/NExTVideo/1009/6118838509.mp4,Is the tortoise looking upwards?,Semantic,no,"[80, 120, 140, 170, 180, 190, 200, 210, 220, 230]",10,10,10,5,10,10,10,10,10,10,"[10, 10, 10, 5, 10, 10, 10, 10, 10, 10]",yes,,28027,2026-05-01T06:09:50.498098,,,
Saksham Maitri,14,1,images/NExTVideo/1009/8612900766.mp4,Are there exactly two men in the scene?,Geometric,yes,"[370, 390, 400, 410, 460, 480, 600, 610, 615, 620]",10,10,10,10,10,10,10,7,10,10,"[10, 10, 10, 10, 10, 10, 10, 7, 10, 10]",yes,,43444,2026-05-01T06:10:37.131256,,,
Saksham Maitri,82,2,images/NExTVideo/0056/3336398510.mp4,Has the person with parachute landed?,Semantic,no,"[130, 133, 135, 137, 138, 140, 143, 145, 150, 151]",10,10,10,5,5,5,8,9,10,10,"[10, 10, 10, 5, 5, 5, 8, 9, 10, 10]",yes,,42028,2026-05-01T13:47:41.603720,,,
Saksham Maitri,58,2,images/NExTVideo/1105/2623764605.mp4,Are there exactly 2 cats on the floor mat?,Geometric,[yes yes],"[145, 160, 185, 207, 208, 320, 330, 340, 350, 360]",10,10,10,10,10,10,10,5,10,10,"[10, 10, 10, 10, 10, 10, 10, 5, 10, 10]",no,Pretty deterministic,55978,2026-05-01T13:48:40.786848,,,
Saksham Maitri,96,2,images/NExTVideo/0008/2744507539.mp4,Is the man standing on ground?,Semantic,no,"[15, 38, 53, 76, 89, 116, 125, 133, 153, 287]",10,10,10,10,10,7,10,10,10,10,"[10, 10, 10, 10, 10, 7, 10, 10, 10, 10]",no,"Specify which man , the red one or the white one",72056,2026-05-01T13:49:56.074970,,,
Saksham Maitri,86,2,images/NExTVideo/0059/2400084970.mp4,Are there two people visible?,Geometric,yes,"[470, 480, 500, 510, 520, 540, 550, 565, 570, 575]",10,10,10,10,10,10,4,9,10,10,"[10, 10, 10, 10, 10, 10, 4, 9, 10, 10]",yes,,46022,2026-05-01T13:50:45.304135,,,
Saksham Maitri,99,2,images/NExTVideo/0015/4609514164.mp4,Are both the lion sitting?,Semantic,no,"[31, 53, 142, 167, 279, 285, 300, 326, 343, 358]",10,10,10,10,10,4,6,10,10,10,"[10, 10, 10, 10, 10, 4, 6, 10, 10, 10]",yes,,42858,2026-05-01T13:51:31.370251,,,
Saksham Maitri,72,2,images/NExTVideo/0051/11585666326.mp4,Are there two people in the image?,Geometric,yes,"[940, 945, 950, 958, 960, 970, 976, 980, 1000, 1005]",10,10,10,10,10,9,8,10,10,10,"[10, 10, 10, 10, 10, 9, 8, 10, 10, 10]",yes,,39565,2026-05-01T13:52:14.132287,,,
Saksham Maitri,108,2,images/NExTVideo/0033/3105754589.mp4,Is the dog sitting on bed?,Semantic,no,"[223, 206, 168, 483, 982, 1070, 1166, 1215, 1287, 1404]",4,3,3,4,4,6,10,10,10,10,"[4, 3, 3, 4, 4, 6, 10, 10, 10, 10]",yes,,47825,2026-05-01T13:53:05.176742,,,
Saksham Maitri,65,2,images/NExTVideo/1106/4519737098.mp4,Are there exactly 3 birds in the scene?,Geometric,yes,"[0, 12, 18, 22, 32, 36, 42, 48, 52, 56]",9,9,9,9,9,10,10,10,10,10,"[9, 9, 9, 9, 9, 10, 10, 10, 10, 10]",yes,,58122,2026-05-01T13:54:06.530386,,,
Saksham Maitri,75,2,images/NExTVideo/0053/3701610241.mp4,Has the plane landed?,Semantic,no,"[100, 110, 120, 122, 124, 126, 128, 130, 131, 132]",10,10,10,10,10,9,7,7,10,10,"[10, 10, 10, 10, 10, 9, 7, 7, 10, 10]",yes,,37968,2026-05-01T13:54:47.774632,,,
