user_id,trial_id,part,video_path,question,category,gt_answer,frames,frame_550_rating,frame_555_rating,frame_569_rating,frame_573_rating,frame_574_rating,frame_578_rating,frame_581_rating,frame_589_rating,frame_594_rating,frame_621_rating,ratings_list,good_datapoint,comment,reaction_time_ms,timestamp,,,
Kalash_Debarpan,27,1,video_frames_kalash_new_filtered/video_533.mp4,Does the container have its lid on?,,"[yes, yes]","[44, 48, 50, 54, 72, 284, 286, 290, 292, 298]",9,9,8,7,4,6,7,9,9,10,"[9, 9, 8, 7, 4, 6, 7, 9, 9, 10]",yes,,71952,2026-05-14T07:15:45.184568,,,
Kalash_Debarpan,33,1,video_frames_kalash_new_filtered/22.webm,Is the comb touching the onion,,no,"[3, 4, 5, 6, 7, 9, 15, 16, 17, 18]",9,9,9,9,9,4,6,8,8,8,"[9, 9, 9, 9, 9, 4, 6, 8, 8, 8]",yes,,36042,2026-05-14T07:16:24.464933,,,
Kalash_Debarpan,40,1,video_frames_kalash_new_filtered/58.webm,Is the white object (on top of the grey cylindrical object) closer to the right eye than the left eye?,,no,"[17, 18, 19, 20, 23, 26, 28, 30, 32, 34]",9,7,7,6,2,5,7,8,9,10,"[9, 7, 7, 6, 2, 5, 7, 8, 9, 10]",yes,,63967,2026-05-14T07:17:31.661657,,,
Kalash_Debarpan,38,1,video_frames_kalash_new_filtered/46.webm,Is the tape recorder in contact with the magazine?,,yes,"[29, 30, 31, 32, 33, 37, 38, 39, 40, 41]",10,10,10,10,9,3,9,10,10,10,"[10, 10, 10, 10, 9, 3, 9, 10, 10, 10]",no,change the qsn-> Is the black device in contact with the magazine?,226731,2026-05-14T07:21:21.600357,,,
Kalash_Debarpan,44,1,video_frames_kalash_new_filtered/119.webm,Is the brown disk in contact with the persons hand?,,no,"[15, 22, 23, 25, 26, 27, 28, 29, 30, 31]",9,9,3,6,7,7,7,7,7,7,"[9, 9, 3, 6, 7, 7, 7, 7, 7, 7]",yes,,128878,2026-05-14T07:23:33.675882,,,
Kalash_Debarpan,31,1,video_frames_kalash_new_filtered/11.webm,Is the person holding the wallet?,,"[no, no]","[21, 22, 23, 25, 29, 30, 31, 32, 33, 35]",9,7,5,4,3,5,7,8,10,10,"[9, 7, 5, 4, 3, 5, 7, 8, 10, 10]",yes,,91821,2026-05-14T07:25:08.737032,,,
Kalash_Debarpan,23,1,video_frames_kalash_new_filtered/video_305.mp4,Is there a pair of scissors on the desk?,,"[yes, yes]","[138, 139, 140, 142, 143, 207, 215, 218, 220, 224]",9,9,9,8,8,3,6,7,8,7,"[9, 9, 9, 8, 8, 3, 6, 7, 8, 7]",yes,,90351,2026-05-14T07:26:42.300605,,,
Kalash_Debarpan,22,1,video_frames_kalash_new_filtered/video_258.mp4,Is there a knife and spoon on the blue sofa?,,"[yes, yes]","[4, 6, 11, 13, 18, 177, 179, 182, 184, 186]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,"knife not visible, discard this.",32134,2026-05-14T07:27:17.635626,,,
Kalash_Debarpan,47,1,video_frames_kalash_new_filtered/127.webm,Is the drawer closed?,,yes,"[4, 5, 6, 7, 8, 11, 13, 14, 15, 16]",9,9,9,9,9,4,3,5,7,8,"[9, 9, 9, 9, 9, 4, 3, 5, 7, 8]",yes,,55932,2026-05-14T07:28:16.761730,,,
Kalash_Debarpan,2,1,video_frames_kalash_new_filtered/video_30.mp4,Is the pen closer to the green book than the jar?,,yes,"[394, 398, 412, 455, 465, 467, 469, 470, 474, 481]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,"not understandable, discard this.",58462,2026-05-14T07:29:18.442103,,,
Kalash_Debarpan,45,1,video_frames_kalash_new_filtered/123.webm,Is the brush being held by the person?,,no,"[6, 7, 8, 11, 18, 19, 20, 21, 22, 23]",9,6,4,2,1,3,6,7,9,9,"[9, 6, 4, 2, 1, 3, 6, 7, 9, 9]",yes,,96827,2026-05-14T07:30:58.516230,,,
Kalash_Debarpan,10,1,video_frames_kalash_new_filtered/video_80.mp4,Are there exactly 2 tumblers?,,yes,"[21, 36, 34, 36, 40, 45, 47, 48, 49, 50]",9,8,9,8,3,6,8,8,9,"[9, 9, 9, 8, 8, 3, 6, 8, 8, 9]",yes,,44851,2026-05-14T07:31:46.596845,,,,
Kalash_Debarpan,14,1,video_frames_kalash_new_filtered/video_123.mp4,Is the red cap attached to the popcorn container?,,yes,"[61, 62, 74, 75, 88, 90, 91, 94, 96, 97]",9,5,7,8,4,7,8,9,8,3,"[9, 5, 7, 8, 4, 7, 8, 9, 8, 3]",no,"not uncertainty aligned, discard.",115482,2026-05-14T07:33:45.295193,,,
Kalash_Debarpan,7,1,video_frames_kalash_new_filtered/video_68.mp4,Is there an adapter beneath the paper cup?,,no,"[76, 78, 82, 83, 85, 88, 109, 110, 111, 113]",10,10,7,5,6,8,7,7,5,8,"[10, 10, 7, 5, 6, 8, 7, 7, 5, 8]",no,"not uncertainty algned, discard",61046,2026-05-14T09:23:30.474604,,,
Kalash_Debarpan,29,1,video_frames_kalash_new_filtered/video_836.mp4,Is the glass on the book?,,no,"[59, 62, 68, 70, 76, 96, 100, 104, 106, 107]",8,8,8,8,5,8,9,9,9,9,"[8, 8, 8, 8, 5, 8, 9, 9, 9, 9]",no,change the qsn-> Is the glass touching the book?,64822,2026-05-14T09:24:38.491818,,,
Kalash_Debarpan,8,1,video_frames_kalash_new_filtered/video_69.mp4,Is the onion being dropped into the footwear?,,no,"[369, 373, 377, 382, 387, 391, 395, 403, 425, 437]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,"Discard this, the images are not good.",70061,2026-05-14T09:25:51.761222,,,
Kalash_Debarpan,5,1,video_frames_kalash_new_filtered/video_61.mp4,Are there exactly 3 cups?,,yes,"[158, 162, 165, 169, 171, 178, 183, 186, 189, 190]",8,8,8,5,3,3,7,8,8,8,"[8, 8, 8, 5, 3, 3, 7, 8, 8, 8]",no,change the qsn-> Are there exactly 3 orange cups?,112160,2026-05-14T09:27:47.122660,,,
Kalash_Debarpan,41,1,video_frames_kalash_new_filtered/77.webm,Is the orange object on the right of the green watch?,,yes,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 12]",9,8,8,7,6,4,6,7,7,7,"[9, 8, 8, 7, 6, 4, 6, 7, 7, 7]",yes,,50572,2026-05-14T09:28:40.887816,,,
Kalash_Debarpan,17,1,video_frames_kalash_new_filtered/video_140.mp4,Is there green leaf in the mixing bowl?,,"[yes, yes]","[601, 603, 605, 606, 621, 633, 635, 636, 640, 643]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,"bad images, discard.",33117,2026-05-14T09:29:17.238111,,,
Kalash_Debarpan,3,1,video_frames_kalash_new_filtered/video_35.mp4,Is the pen touching the book?,,"[no, no]","[351, 373, 375, 381, 387, 397, 404, 407, 410, 412]",9,5,4,7,6,5,8,8,4,8,"[9, 5, 4, 7, 6, 5, 8, 8, 4, 8]",no,Bad uncertainty alignment.,81237,2026-05-14T09:30:41.728001,,,
Kalash_Debarpan,28,1,video_frames_kalash_new_filtered/video_540.mp4,Are there a pair of of white shoes beneath the pair of jeans?,,"[yes, yes]","[428, 429, 430, 434, 435, 444, 531, 533, 536, 538]",9,9,9,6,3,4,5,7,8,10,"[9, 9, 9, 6, 3, 4, 5, 7, 8, 10]",yes,,73650,2026-05-14T09:31:58.605554,,,
Kalash_Debarpan,4,1,video_frames_kalash_new_filtered/video_44.mp4,Is the red cup on the wooden board?,,no,"[26, 29, 33, 37, 79, 82, 86, 91, 119, 123]",8,8,8,8,3,3,5,5,10,10,"[8, 8, 8, 8, 3, 3, 5, 5, 10, 10]",no,change the qsn-> Is the red cup touching the wooden board?,58204,2026-05-14T09:33:00.018937,,,
Kalash_Debarpan,20,1,video_frames_kalash_new_filtered/video_223.mp4,Is water being poured in the transparent container with the egg yolk in it?,,"[no, no]","[747, 749, 750, 752, 755, 783, 795, 797, 801, 804]",9,9,9,9,8,5,7,8,9,9,"[9, 9, 9, 9, 8, 5, 7, 8, 9, 9]",no,Is water being poured into the orange container?,179764,2026-05-14T09:36:02.998229,,,
Kalash_Debarpan,42,1,video_frames_kalash_new_filtered/80.webm,Is the person touching the white object?,,"[no, no]","[7, 8, 9, 10, 11, 16, 31, 32, 33, 34]",9,9,9,5,3,4,3,4,5,8,"[9, 9, 9, 5, 3, 4, 3, 4, 5, 8]",yes,,227198,2026-05-14T09:39:53.425433,,,
Kalash_Debarpan,36,1,video_frames_kalash_new_filtered/42.webm,Is there a coin in the image?,,yes,"[0, 1, 2, 3, 4, 26, 45, 46, 47, 49]",9,9,9,8,7,6,7,8,8,8,"[9, 9, 9, 8, 7, 6, 7, 8, 8, 8]",yes,,206264,2026-05-14T09:43:22.901809,,,
Kalash_Debarpan,18,1,video_frames_kalash_new_filtered/video_187.mp4,Is the fruit placed on top of the white cup?,,no,"[557, 559, 560, 564, 569, 573, 574, 577, 580, 583]",9,8,8,6,7,7,7,8,8,8,"[9, 8, 8, 6, 7, 7, 7, 8, 8, 8]",yes,,51358,2026-05-14T09:44:17.448965,,,
Kalash_Debarpan,24,1,video_frames_kalash_new_filtered/video_316.mp4,Is there an oil bottle on the table?,,"[yes, yes]","[430, 432, 434, 435, 437, 508, 550, 553, 558, 560]",10,10,10,10,8,5,6,10,10,10,"[10, 10, 10, 10, 8, 5, 6, 10, 10, 10]",yes,,1336108,2026-05-14T10:06:36.770451,,,
Kalash_Debarpan,1,1,video_frames_kalash_new_filtered/video_5.mp4,Is the ball closer to the pen as compared to the book?,,yes,"[100, 106, 109, 112, 113, 114, 117, 119, 120, 121]",10,9,6,3,6,7,8,9,9,10,"[10, 9, 6, 3, 6, 7, 8, 9, 9, 10]",yes,,156477,2026-05-14T10:09:16.443571,,,
Kalash_Debarpan,48,1,video_frames_kalash_new_filtered/133.webm,Are there pencils in the box?,,"[yes, yes]","[10, 11, 12, 13, 14, 16, 27, 28, 29, 30]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,"invalid question, discard this.",42544,2026-05-14T10:10:02.206078,,,
Kalash_Debarpan,21,1,video_frames_kalash_new_filtered/video_237.mp4,Is there a pink highlighter with black cap beside the left shoe?,,"[yes, yes]","[208, 210, 212, 214, 215, 219, 306, 309, 312, 315]",9,9,9,8,8,5,7,8,8,8,"[9, 9, 9, 8, 8, 5, 7, 8, 8, 8]",no,change the qsn-> Is there a pink highlighter in the scene?,98621,2026-05-14T10:11:44.053890,,,
Kalash_Debarpan,32,1,video_frames_kalash_new_filtered/15.webm,Is the blue lid of the container touching the table?,,"[no, no]","[31, 32, 34, 35, 36, 41, 47, 48, 49, 50]",10,10,9,8,6,5,4,6,7,9,"[10, 10, 9, 8, 6, 5, 4, 6, 7, 9]",yes,,258779,2026-05-14T10:16:06.049535,,,
Kalash_Debarpan,16,1,video_frames_kalash_new_filtered/video_134.mp4,Is there a white chess piece in the hands of the person?,,"[yes, yes]","[152, 156, 160, 162, 168, 696, 698, 700, 704, 706]",9,9,9,9,6,7,8,9,10,10,"[9, 9, 9, 9, 6, 7, 8, 9, 10, 10]",yes,,357569,2026-05-14T10:22:06.840664,,,
Kalash_Debarpan,50,1,video_frames_kalash_new_filtered/170.webm,Is the deodrant can on the green tile?,,yes,"[35, 36, 37, 38, 39, 43, 46, 47, 48, 49]",10,9,9,8,6,2,6,7,8,10,"[10, 9, 9, 8, 6, 2, 6, 7, 8, 10]",yes,,55961,2026-05-14T10:23:06.016333,,,
Kalash_Debarpan,25,1,video_frames_kalash_new_filtered/video_338.mp4,Are there 2 purses hanging on the black chair?,,"[yes, yes]","[108, 110, 113, 115, 129, 154, 156, 158, 159, 161]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,"images not good, discard this.",63363,2026-05-14T10:24:12.621035,,,
Kalash_Debarpan,34,1,video_frames_kalash_new_filtered/25.webm,Is the finger touching the white container?,,"[no, no]","[5, 6, 7, 8, 9, 17, 22, 23, 24, 25]",10,10,10,8,8,3,6,8,8,10,"[10, 10, 10, 8, 8, 3, 6, 8, 8, 10]",yes,,39800,2026-05-14T10:24:55.624151,,,
Kalash_Debarpan,35,1,video_frames_kalash_new_filtered/39.webm,Is the person holding the bottle?,,no,"[29, 30, 31, 33, 36, 41, 42, 43, 44, 45]",10,10,8,5,2,5,7,7,9,9,"[10, 10, 8, 5, 2, 5, 7, 7, 9, 9]",yes,,47075,2026-05-14T10:25:45.905096,,,
Kalash_Debarpan,9,1,video_frames_kalash_new_filtered/video_77.mp4,Are there exactly 2 fruits?,,no,"[208, 214, 218, 219, 220, 221, 222, 223, 226, 227]",9,9,9,9,3,5,7,8,9,10,"[9, 9, 9, 9, 3, 5, 7, 8, 9, 10]",yes,,38160,2026-05-14T10:26:27.267840,,,
Kalash_Debarpan,30,1,video_frames_kalash_new_filtered/video_945.mp4,Is the iron on the red sweater?,,"[no, no]","[336, 338, 340, 346, 503, 529, 530, 535, 540, 543]",10,10,10,4,7,5,5,7,8,8,"[10, 10, 10, 4, 7, 5, 5, 7, 8, 8]",yes,,51027,2026-05-14T10:27:21.509398,,,
Kalash_Debarpan,79,2,video_frames_kalash_new_filtered/0JQ26.mp4,Is the striped shirt boy holding a container in his right hand?,,no,"[1, 2, 4, 6, 10, 18, 19, 20, 21, 22]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,all images look the same. discard this maybe.,328205,2026-05-15T10:27:16.472356,,,
Kalash_Debarpan,81,2,video_frames_kalash_new_filtered/0KZYF.mp4,Has the man entered the room in front of him?,,no,"[366, 368, 370, 372, 374, 390, 402, 404, 406, 409]",8,8,8,7,7,5,3,4,5,6,"[8, 8, 8, 7, 7, 5, 3, 4, 5, 6]",yes,,2395699,2026-05-15T11:07:15.360871,,,
Kalash_Debarpan,55,2,video_frames_kalash_new_filtered/0D5JP.mp4,Is the glass in contact with the table?,,no,"[364, 366, 375, 380, 384, 398, 424, 430, 431, 434, 443, 444, 445]",9,9,9,9,9,3,8,9,9,9,None,None,None,"[9, 9, 9, 9, 9, 3, 8, 9, 9, 9, None, None, None]",no,change the qsn-> Is the cup in contact with the table?,74168,2026-05-15T16:12:09.545530
Kalash_Debarpan,80,2,video_frames_kalash_new_filtered/0K0LP.mp4,Is there a hello kitty soft toy on the black sofa?,,"[yes, yes]","[204, 205, 206, 210, 216, 219, 262, 265, 267, 272]",10,10,10,9,8,8,4,7,8,8,"[10, 10, 10, 9, 8, 8, 4, 7, 8, 8]",yes,,156389,2026-05-15T16:14:49.164871,,,
Kalash_Debarpan,86,2,video_frames_kalash_new_filtered/0NJ26.mp4,Is there a colourful dotted cloth below the green dusting pan?,,"[yes, yes]","[359, 360, 361, 363, 373, 483, 541, 544, 546, 550]",9,9,9,9,6,4,7,8,8,9,"[9, 9, 9, 9, 6, 4, 7, 8, 8, 9]",yes,,76020,2026-05-15T16:16:08.403920,,,
Kalash_Debarpan,88,2,video_frames_kalash_new_filtered/0O022.mp4,Is the door open?,,yes,"[92, 96, 97, 98, 99, 131, 192, 195, 199, 204]",9,9,9,9,9,5,5,5,5,5,"[9, 9, 9, 9, 9, 5, 5, 5, 5, 5]",no,"all are certain, discard this.",41613,2026-05-15T16:16:53.232141,,,
Kalash_Debarpan,53,2,video_frames_kalash_new_filtered/0CQL8.mp4,Is there a coat beside the man on the cupboard door?,,"[yes, yes]","[85, 87, 88, 90, 93, 105, 114, 118, 127, 136]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,discard this.,69057,2026-05-15T16:18:05.498445,,,
Kalash_Debarpan,78,2,video_frames_kalash_new_filtered/0JB3D.mp4,Is the second topmost refrigirator door tray empty?,,"[no, no]","[127, 130, 131, 133, 164, 184, 185, 192, 201, 205]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,tray is always open,1466284,2026-05-15T16:42:35.011592,,,
Kalash_Debarpan,63,2,video_frames_kalash_new_filtered/0F453.mp4,Is the fridge door open?,,no,"[74, 75, 79, 81, 98, 107, 110, 113, 119, 124]",10,10,10,10,8,4,5,7,8,9,"[10, 10, 10, 10, 8, 4, 5, 7, 8, 9]",no,change qsn-> Is the bottom fridge door open?,75785,2026-05-15T16:43:53.988284,,,
Kalash_Debarpan,68,2,video_frames_kalash_new_filtered/0H04V.mp4,Is the boys left foot touching the second step?,,no,"[50, 52, 53, 55, 128, 140, 142, 144, 146, 150]",10,10,10,10,4,6,8,8,9,9,"[10, 10, 10, 10, 4, 6, 8, 8, 9, 9]",yes,,103019,2026-05-15T16:45:40.231293,,,
Kalash_Debarpan,76,2,video_frames_kalash_new_filtered/0J1BT.mp4,Is the left foot of the man on the third step?,,no,"[83, 87, 91, 92, 94, 97, 103, 106, 110, 112]",9,9,9,9,3,4,6,6,9,10,"[9, 9, 9, 9, 3, 4, 6, 6, 9, 10]",yes,,89903,2026-05-15T16:47:13.378775,,,
Kalash_Debarpan,61,2,video_frames_kalash_new_filtered/0EJAG.mp4,Does the man have 2 arms?,,"[yes, yes]","[210, 212, 213, 214, 215, 236, 274, 275, 276, 280]",10,10,10,10,10,5,8,8,8,8,"[10, 10, 10, 10, 10, 5, 8, 8, 8, 8]",no,Does the man have both arms visible?,93762,2026-05-15T16:48:50.344619,,,
Kalash_Debarpan,64,2,video_frames_kalash_new_filtered/0FM93.mp4,Has the man entered the white tiled room?,,no,"[500, 514, 519, 520, 571, 608, 610, 612, 619, 621]",9,9,8,8,4,8,8,8,9,9,"[9, 9, 8, 8, 4, 8, 8, 8, 9, 9]",yes,,87754,2026-05-15T16:50:21.345118,,,
Kalash_Debarpan,87,2,video_frames_kalash_new_filtered/0NZVB.mp4,Is ther a microwave in front of the man?,,"[yes, yes]","[83, 85, 88, 89, 90, 103, 149, 158, 159, 162]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,"images not apt, discard this.",37751,2026-05-15T16:51:02.297625,,,
Kalash_Debarpan,60,2,video_frames_kalash_new_filtered/0EGNU.mp4,Is the person holding a pillow?,,"[yes, yes]","[82, 83, 84, 85, 86, 87, 108, 156, 158, 160]",10,10,10,10,9,9,5,9,9,9,"[10, 10, 10, 10, 9, 9, 5, 9, 9, 9]",yes,,163878,2026-05-15T16:53:49.423972,,,
Kalash_Debarpan,56,2,video_frames_kalash_new_filtered/0DD62.mp4,Is the old man holding the frame?,,no,"[10, 20, 40, 47, 55, 80, 83, 84, 90, 100]",10,10,10,7,3,5,7,8,9,8,"[10, 10, 10, 7, 3, 5, 7, 8, 9, 8]",yes,,137424,2026-05-15T16:56:10.059749,,,
Kalash_Debarpan,95,2,video_frames_kalash_new_filtered/0RJKT.mp4,Is the man sitting on the floor?,,no,"[324, 330, 332, 335, 340, 350, 352, 354, 357, 359]",10,10,8,7,2,4,6,7,9,10,"[10, 10, 8, 7, 2, 4, 6, 7, 9, 10]",yes,,61477,2026-05-15T16:57:14.746791,,,
Kalash_Debarpan,99,2,video_frames_kalash_new_filtered/0USFX.mp4,Is the person holding a carrybag?,,yes,"[39, 41, 43, 51, 53, 332, 508, 512, 513, 522]",10,10,10,10,10,4,5,7,8,9,"[10, 10, 10, 10, 10, 4, 5, 7, 8, 9]",yes,,72641,2026-05-15T16:58:30.589700,,,
Kalash_Debarpan,71,2,video_frames_kalash_new_filtered/00HFP.mp4,Is the man holding shoes?,,"[yes, yes]","[188, 193, 194, 198, 203, 215, 219, 224, 229, 230]",9,9,9,9,9,4,9,9,9,9,"[9, 9, 9, 9, 9, 4, 9, 9, 9, 9]",yes,,37557,2026-05-15T16:59:11.376779,,,
Kalash_Debarpan,91,2,video_frames_kalash_new_filtered/0PSL4.mp4,Is the man touching the shoes beside the white dustbin?,,no,"[252, 253, 255, 258, 261, 265, 314, 344, 352, 358]",9,9,8,8,6,5,7,8,9,9,"[9, 9, 8, 8, 6, 5, 7, 8, 9, 9]",no,change qsn-> Is the man touching the shoes in front of him?,132513,2026-05-15T17:01:27.121296,,,
Kalash_Debarpan,72,2,video_frames_kalash_new_filtered/0HGNK.mp4,Is the woman in orange sweatshirt wearing spectacles?,,"[yes, yes]","[303, 307, 315, 318, 321, 334, 505, 506, 508, 515]",10,10,10,9,6,4,6,7,8,10,"[10, 10, 10, 9, 6, 4, 6, 7, 8, 10]",yes,,64437,2026-05-15T17:02:34.781551,,,
Kalash_Debarpan,62,2,video_frames_kalash_new_filtered/0F1VF.mp4,Has the man kept the book on the platform?,,no,"[14, 15, 17, 20, 46, 63, 64, 68, 73, 75]",9,9,9,9,4,6,7,7,8,9,"[9, 9, 9, 9, 4, 6, 7, 7, 8, 9]",no,change the qsn-> Has the man kept the book on the shelf?,143402,2026-05-15T17:05:01.403584,,,
Kalash_Debarpan,65,2,video_frames_kalash_new_filtered/0FVYR.mp4,Is the human wearing a cap?,,"[yes, yes]","[105, 110, 111, 113, 139, 433, 435, 438, 443, 445]",9,9,9,9,5,8,8,8,8,8,"[9, 9, 9, 9, 5, 8, 8, 8, 8, 8]",yes,,67158,2026-05-15T17:06:11.791074,,,
Kalash_Debarpan,73,2,video_frames_kalash_new_filtered/0IAGO.mp4,Has the woman sat on the wooden bench?,,no,"[128, 130, 137, 143, 148, 150, 152, 163, 174, 188]",9,8,5,6,7,9,9,9,9,9,"[9, 8, 5, 6, 7, 9, 9, 9, 9, 9]",yes,,45751,2026-05-15T17:07:00.736685,,,
Kalash_Debarpan,85,2,video_frames_kalash_new_filtered/0MK2C.mp4,Is there a red cloth on the staircase?,,"[yes, yes]","[35, 38, 39, 41, 45, 93, 95, 96, 100, 108]",9,9,9,8,5,7,8,8,8,9,"[9, 9, 9, 8, 5, 7, 8, 8, 8, 9]",yes,,48568,2026-05-15T17:07:52.529410,,,
Kalash_Debarpan,67,2,video_frames_kalash_new_filtered/0GH5O.mp4,Is there a vaccum cleaner beside the man?,,"[yes, yes]","[0, 2, 4, 14, 30, 41, 42, 44, 45, 50]",10,5,5,5,5,5,5,5,5,5,"[10, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,not intelligible.,1394281,2026-05-15T17:31:10.000360,,,
Kalash_Debarpan,92,2,video_frames_kalash_new_filtered/0QES3.mp4,Has the person worn his right shoe?,,no,"[191, 192, 194, 196, 198, 208, 215, 219, 220, 224]",5,5,5,5,5,5,5,5,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",no,shoe is worn in all images.,80988,2026-05-15T17:32:34.211233,,,
Kalash_Debarpan,75,2,video_frames_kalash_new_filtered/0J1AQ.mp4,Does the shoe which the woman is holding have black laces?,,"[no, no]","[148, 151, 152, 155, 156, 166, 193, 195, 199, 202]",10,10,10,10,10,5,9,9,9,8,"[10, 10, 10, 10, 10, 5, 9, 9, 9, 8]",no,change the qsn-> Is the woman holding the shoe in both hands?,426669,2026-05-15T17:39:44.109619,,,
